timestamp,trade_price,side,trade_qty,bid_qty,ask_qty
2025-11-09T12:30:57.782000+00:00,20026.88766579,SELL,19.223393,24.298819,40.92758
2025-11-09T12:30:57.790000+00:00,20024.0647025,BUY,11.483043,14.176249,23.540181
2025-11-09T12:30:57.826000+00:00,20025.34745278,BUY,13.279107,30.039749,4.965151
2025-11-09T12:30:57.848000+00:00,20025.21295872,BUY,4.227165,45.407551,20.874996
2025-11-09T12:30:57.865000+00:00,20019.13577949,SELL,23.842216,14.466995,16.886589
2025-11-09T12:30:57.885000+00:00,20021.61717621,SELL,15.496259,22.048507,24.175219
2025-11-09T12:30:57.889000+00:00,20019.5601367,SELL,28.025754,22.823526,18.051877
2025-11-09T12:30:57.893000+00:00,20023.33053294,SELL,2.50561,3.929907,4.63265
2025-11-09T12:30:57.901000+00:00,20025.70447061,SELL,4.733943,29.839129,23.335445
2025-11-09T12:30:57.938000+00:00,20025.10260242,BUY,5.893874,25.307391,22.832987
2025-11-09T12:30:57.949000+00:00,20026.38357452,SELL,11.483518,6.022508,19.57687
2025-11-09T12:30:57.979000+00:00,20027.26009604,SELL,13.186659,11.299684,10.551297
2025-11-09T12:30:57.985000+00:00,20017.44692081,BUY,16.293766,15.127423,15.577962
2025-11-09T12:30:58.033000+00:00,20016.70168618,BUY,1.919201,49.668652,53.32816
2025-11-09T12:30:58.039000+00:00,20023.3126558,BUY,3.257174,12.865932,15.068358
2025-11-09T12:30:58.066000+00:00,20024.04886677,SELL,7.2884,25.219855,11.514278
2025-11-09T12:30:58.086000+00:00,20027.00351961,SELL,17.690614,5.197624,3.93238
2025-11-09T12:30:58.122000+00:00,20021.35629,BUY,9.005234,27.647323,8.470324
2025-11-09T12:30:58.139000+00:00,20020.77439287,BUY,8.899063,9.21974,13.911869
2025-11-09T12:30:58.145000+00:00,20025.24505591,BUY,12.89311,66.714074,7.024525
2025-11-09T12:30:58.163000+00:00,20032.34849291,BUY,8.110831,11.253193,56.014246
2025-11-09T12:30:58.169000+00:00,20032.43488933,SELL,4.312678,27.036447,30.132271
2025-11-09T12:30:58.198000+00:00,20037.91703297,SELL,1.318298,7.621521,8.335946
2025-11-09T12:30:58.229000+00:00,20036.74469262,BUY,9.764871,7.953109,32.039876
2025-11-09T12:30:58.236000+00:00,20037.7907099,SELL,8.127076,53.031734,40.673666
2025-11-09T12:30:58.283000+00:00,20031.58910863,SELL,2.655537,37.347134,14.594786
2025-11-09T12:30:58.326000+00:00,20043.44317439,BUY,6.697149,10.114448,20.601219
2025-11-09T12:30:58.370000+00:00,20043.7737916,SELL,7.679561,42.39554,30.367915
2025-11-09T12:30:58.402000+00:00,20034.76549438,BUY,13.963404,103.281086,92.235221
2025-11-09T12:30:58.415000+00:00,20035.13821102,BUY,6.621155,78.418587,125.363928
2025-11-09T12:30:58.451000+00:00,20034.82571095,SELL,3.738919,37.933864,50.879738
2025-11-09T12:30:58.474000+00:00,20032.92169651,BUY,24.973997,73.409425,47.10421
2025-11-09T12:30:58.486000+00:00,20029.67500248,BUY,29.288241,24.581913,15.328098
2025-11-09T12:30:58.526000+00:00,20028.8136043,SELL,15.982777,23.424368,25.251063
2025-11-09T12:30:58.538000+00:00,20028.13859772,BUY,27.491207,17.697983,71.148457
2025-11-09T12:30:58.563000+00:00,20023.49905931,BUY,7.592257,40.263589,37.634903
2025-11-09T12:30:58.607000+00:00,20027.47238931,BUY,2.990177,19.199348,46.185724
2025-11-09T12:30:58.609000+00:00,20027.48025583,BUY,6.371353,27.935804,63.202325
2025-11-09T12:30:58.652000+00:00,20029.18874725,SELL,5.012796,102.79843,31.619384
2025-11-09T12:30:58.674000+00:00,20027.64580686,SELL,3.779084,39.653542,14.243569
2025-11-09T12:30:58.701000+00:00,20027.98158209,BUY,2.69714,18.017593,65.671888
2025-11-09T12:30:58.751000+00:00,20029.21788164,SELL,13.163797,94.584106,51.427548
2025-11-09T12:30:58.759000+00:00,20029.13183637,BUY,7.412087,13.016931,30.001692
2025-11-09T12:30:58.761000+00:00,20028.58053634,SELL,4.487953,34.875062,27.246803
2025-11-09T12:30:58.799000+00:00,20028.6269405,SELL,6.328409,11.823779,24.664159
2025-11-09T12:30:58.829000+00:00,20036.84831074,SELL,12.108642,14.83116,21.091999
2025-11-09T12:30:58.849000+00:00,20038.52908591,SELL,45.275326,25.967584,28.604456
2025-11-09T12:30:58.893000+00:00,20035.48378875,BUY,5.420052,33.649403,34.008258
2025-11-09T12:30:58.903000+00:00,20039.33409229,BUY,7.035981,9.923927,6.935773
2025-11-09T12:30:58.942000+00:00,20041.21412162,SELL,7.808526,176.872649,81.653815
2025-11-09T12:30:58.949000+00:00,20038.60316328,BUY,5.942003,35.652129,29.420313
2025-11-09T12:30:58.987000+00:00,20039.15185761,SELL,9.72253,30.50279,25.003627
2025-11-09T12:30:58.998000+00:00,20045.50537028,SELL,9.625171,74.843799,14.554298
2025-11-09T12:30:59.013000+00:00,20035.30930316,BUY,1.602371,30.958539,41.856686
2025-11-09T12:30:59.041000+00:00,20032.25201401,BUY,1.831271,8.058762,23.226698
2025-11-09T12:30:59.090000+00:00,20034.93690426,BUY,42.353474,6.538518,15.878102
2025-11-09T12:30:59.108000+00:00,20040.18675855,BUY,15.528737,18.808243,11.819853
2025-11-09T12:30:59.129000+00:00,20043.05488913,SELL,2.286232,20.378672,37.494023
2025-11-09T12:30:59.130000+00:00,20042.95219901,BUY,2.850021,8.131399,8.957335
2025-11-09T12:30:59.155000+00:00,20043.69463704,BUY,19.370186,20.081784,10.843847
2025-11-09T12:30:59.161000+00:00,20042.55087889,BUY,9.695971,11.270279,7.617028
2025-11-09T12:30:59.172000+00:00,20042.08961119,SELL,10.238092,38.547216,82.446157
2025-11-09T12:30:59.194000+00:00,20043.66009643,BUY,1.610056,56.951317,51.339906
2025-11-09T12:30:59.235000+00:00,20040.76977255,SELL,5.070923,6.089461,13.723103
2025-11-09T12:30:59.270000+00:00,20035.17215855,SELL,1.367408,43.200267,1.0
2025-11-09T12:30:59.306000+00:00,20038.96309105,SELL,4.441827,39.9494,21.99632
2025-11-09T12:30:59.313000+00:00,20038.42251617,BUY,9.863364,98.916584,112.462983
2025-11-09T12:30:59.316000+00:00,20035.19125586,BUY,34.524132,4.286001,13.543089
2025-11-09T12:30:59.341000+00:00,20034.45712617,SELL,17.0534,55.018295,51.794924
2025-11-09T12:30:59.369000+00:00,20043.60893512,BUY,22.573045,37.442097,14.146087
2025-11-09T12:30:59.413000+00:00,20041.05537151,BUY,0.7142,18.431546,23.179994
2025-11-09T12:30:59.451000+00:00,20037.45102934,BUY,14.017408,4.217033,3.112086
2025-11-09T12:30:59.490000+00:00,20019.09323373,BUY,11.833004,35.321011,47.413024
2025-11-09T12:30:59.496000+00:00,20019.43026634,BUY,4.085677,12.767309,13.457583
2025-11-09T12:30:59.526000+00:00,20019.38527001,BUY,6.861474,12.522475,13.611373
2025-11-09T12:30:59.573000+00:00,20013.84719622,BUY,5.348368,9.587063,8.317453
2025-11-09T12:30:59.577000+00:00,20014.63082055,SELL,2.041672,42.065374,18.032265
2025-11-09T12:30:59.579000+00:00,20018.57161764,BUY,3.228617,80.381385,129.109706
2025-11-09T12:30:59.607000+00:00,20021.76854358,BUY,16.640195,16.798332,10.11804
2025-11-09T12:30:59.618000+00:00,20020.80356013,BUY,10.591745,58.976106,49.76042
2025-11-09T12:30:59.653000+00:00,20018.9051837,SELL,7.837811,32.458485,32.881624
2025-11-09T12:30:59.664000+00:00,20017.42652806,SELL,7.066257,52.183811,21.763317
2025-11-09T12:30:59.713000+00:00,20016.35722608,BUY,12.47668,2.860011,8.195077
2025-11-09T12:30:59.762000+00:00,19937.64075988,BUY,12.287551,27.804461,12.181188
2025-11-09T12:30:59.770000+00:00,19938.25511499,SELL,104.956173,23.302319,29.977835
2025-11-09T12:30:59.820000+00:00,19942.55780477,BUY,6.066001,12.202563,9.337256
2025-11-09T12:30:59.862000+00:00,19940.42054812,BUY,8.05666,40.97187,25.834557
2025-11-09T12:30:59.902000+00:00,19941.49323278,SELL,4.940236,5.969524,16.364382
2025-11-09T12:30:59.932000+00:00,19940.40256051,SELL,1.365191,15.210067,28.548574
2025-11-09T12:30:59.962000+00:00,19936.4851528,BUY,17.500379,34.734154,9.492295
2025-11-09T12:31:00.011000+00:00,19937.54117042,BUY,17.458252,64.427028,98.999339
2025-11-09T12:31:00.022000+00:00,19925.7356076,BUY,1.949389,60.948912,39.714312
2025-11-09T12:31:00.072000+00:00,19927.43666017,BUY,6.562024,13.201265,13.77958
2025-11-09T12:31:00.109000+00:00,19925.66551603,BUY,4.915971,9.025558,7.355121
2025-11-09T12:31:00.129000+00:00,19919.69504072,BUY,4.101465,13.828773,8.053299
2025-11-09T12:31:00.177000+00:00,19923.85144909,SELL,4.843492,14.163279,13.161159
2025-11-09T12:31:00.198000+00:00,19921.57357174,SELL,6.594783,5.617253,10.636635
2025-11-09T12:31:00.200000+00:00,19923.94865156,SELL,1.168417,67.224693,44.18049
2025-11-09T12:31:00.234000+00:00,19918.67941179,BUY,3.349805,17.915926,32.776109
2025-11-09T12:31:00.278000+00:00,19917.28241173,SELL,2.873057,29.324751,42.465585
2025-11-09T12:31:00.323000+00:00,19914.55974019,SELL,9.33916,9.838244,42.119371
2025-11-09T12:31:00.363000+00:00,19914.27987241,SELL,9.896509,10.223652,7.458855
2025-11-09T12:31:00.377000+00:00,19919.21995511,BUY,10.166707,30.709554,31.021863
2025-11-09T12:31:00.404000+00:00,19918.80223214,BUY,61.185131,10.66284,7.563334
2025-11-09T12:31:00.448000+00:00,19908.62880559,BUY,3.896871,46.379997,28.9862
2025-11-09T12:31:00.485000+00:00,19908.28911624,BUY,5.1164,7.180124,15.253838
2025-11-09T12:31:00.520000+00:00,19905.2011961,BUY,11.777897,7.668419,11.574347
2025-11-09T12:31:00.559000+00:00,19903.37174351,BUY,9.261167,12.398288,12.351494
2025-11-09T12:31:00.592000+00:00,19903.90807989,BUY,3.455209,22.887605,21.935607
2025-11-09T12:31:00.628000+00:00,19900.96574777,SELL,7.684406,25.488042,26.95675
2025-11-09T12:31:00.642000+00:00,19900.48341679,SELL,5.484474,23.05625,17.434267
2025-11-09T12:31:00.663000+00:00,19894.9527491,SELL,25.340087,31.815893,13.540674
2025-11-09T12:31:00.674000+00:00,19901.75265427,SELL,3.741557,3.48853,4.354206
2025-11-09T12:31:00.711000+00:00,19867.17104472,SELL,16.903154,48.874282,153.757764
2025-11-09T12:31:00.721000+00:00,19866.95233105,BUY,28.929423,20.634446,22.134915
2025-11-09T12:31:00.753000+00:00,19858.28275831,SELL,5.76838,13.816352,10.521925
2025-11-09T12:31:00.769000+00:00,19859.90636531,BUY,13.218945,25.182521,20.240286
2025-11-09T12:31:00.777000+00:00,19863.24620351,BUY,8.775982,58.664536,78.654187
2025-11-09T12:31:00.791000+00:00,19863.01375507,SELL,13.565715,4.185807,11.890714
2025-11-09T12:31:00.840000+00:00,19867.09135572,BUY,18.679775,18.764112,14.745141
2025-11-09T12:31:00.855000+00:00,19867.08459408,SELL,4.294379,16.418084,26.037473
2025-11-09T12:31:00.876000+00:00,19871.82983582,BUY,3.15168,17.211488,9.937058
2025-11-09T12:31:00.916000+00:00,19865.30944791,BUY,27.573435,19.945676,15.830275
2025-11-09T12:31:00.951000+00:00,19856.80184322,SELL,3.972833,47.95269,38.019175
2025-11-09T12:31:00.987000+00:00,19853.74685898,SELL,1.208939,7.585874,20.301686
2025-11-09T12:31:01.024000+00:00,19849.99812272,SELL,44.070289,11.079932,21.482509
2025-11-09T12:31:01.056000+00:00,19846.00585263,SELL,6.007122,22.846981,11.663087
2025-11-09T12:31:01.069000+00:00,19847.66545978,SELL,6.047411,7.147345,10.223845
2025-11-09T12:31:01.118000+00:00,19848.32613629,BUY,7.989756,16.092671,13.541686
2025-11-09T12:31:01.138000+00:00,19846.87666289,SELL,30.346683,35.778916,26.146542
2025-11-09T12:31:01.147000+00:00,19852.74120827,SELL,9.889199,9.419525,14.080567
2025-11-09T12:31:01.192000+00:00,19852.87688871,BUY,3.506069,41.222717,49.109416
2025-11-09T12:31:01.237000+00:00,19857.66118271,BUY,15.25455,67.419871,76.39955
2025-11-09T12:31:01.273000+00:00,19858.1909102,SELL,11.524577,15.346359,9.986143
2025-11-09T12:31:01.296000+00:00,19862.55627348,BUY,7.70518,79.865067,79.90514
2025-11-09T12:31:01.331000+00:00,19878.47240104,SELL,3.052046,33.111736,60.643046
2025-11-09T12:31:01.337000+00:00,19882.35184987,SELL,18.365721,30.791169,22.578034
2025-11-09T12:31:01.338000+00:00,19881.46373304,SELL,12.949259,11.550895,5.799854
2025-11-09T12:31:01.345000+00:00,19873.50076976,BUY,33.274728,36.805338,23.761347
2025-11-09T12:31:01.383000+00:00,19871.10268501,BUY,17.983405,17.847375,19.148314
2025-11-09T12:31:01.390000+00:00,19871.77912307,SELL,5.204125,41.303186,21.087337
2025-11-09T12:31:01.408000+00:00,19869.09211717,BUY,3.389439,19.153979,22.278051
2025-11-09T12:31:01.456000+00:00,19878.88795367,BUY,35.39201,13.096935,30.774718
2025-11-09T12:31:01.487000+00:00,19879.29185932,SELL,3.356861,6.850119,1.67673
2025-11-09T12:31:01.517000+00:00,19879.8149907,SELL,15.568938,31.080001,41.101285
2025-11-09T12:31:01.554000+00:00,19880.21913336,SELL,19.946643,24.664591,37.56203
2025-11-09T12:31:01.581000+00:00,19880.86610831,SELL,7.977078,23.016569,10.690638
2025-11-09T12:31:01.593000+00:00,19880.39608541,BUY,5.296373,43.765023,9.336719
2025-11-09T12:31:01.640000+00:00,19881.93688335,SELL,4.276163,20.897827,34.436504
2025-11-09T12:31:01.675000+00:00,19881.4363476,BUY,0.804388,19.511248,11.936607
2025-11-09T12:31:01.715000+00:00,19877.09954448,BUY,5.276484,18.129091,10.706808
2025-11-09T12:31:01.729000+00:00,19876.28670708,SELL,19.376861,7.096007,12.817451
2025-11-09T12:31:01.765000+00:00,19873.49504025,BUY,7.940362,17.541657,16.978599
2025-11-09T12:31:01.769000+00:00,19874.22776813,SELL,3.691677,3.475474,5.600955
2025-11-09T12:31:01.810000+00:00,19878.46630234,BUY,5.524344,21.026672,14.89612
2025-11-09T12:31:01.830000+00:00,19878.02095634,BUY,14.754473,29.108674,35.381479
2025-11-09T12:31:01.844000+00:00,19875.08590413,SELL,22.282621,133.134486,184.340153
2025-11-09T12:31:01.847000+00:00,19879.06189945,BUY,3.806554,3.381258,10.064584
2025-11-09T12:31:01.880000+00:00,19876.54072763,SELL,6.28145,26.220192,37.897527
2025-11-09T12:31:01.896000+00:00,19873.1339904,BUY,6.046218,62.648877,8.419916
2025-11-09T12:31:01.905000+00:00,19876.97549498,SELL,10.954656,54.183936,84.94042
2025-11-09T12:31:01.938000+00:00,19870.89865284,BUY,1.954307,42.874891,14.897311
2025-11-09T12:31:01.963000+00:00,19870.8406514,SELL,55.090339,53.986323,40.376702
2025-11-09T12:31:01.983000+00:00,19869.79618483,BUY,15.704983,9.060149,6.802661
2025-11-09T12:31:01.992000+00:00,19868.84129239,SELL,2.829046,25.887015,20.674104
2025-11-09T12:31:01.997000+00:00,19865.32322979,SELL,19.376713,41.108367,58.47332
2025-11-09T12:31:02.014000+00:00,19865.04086405,BUY,17.100664,26.852946,6.261258
2025-11-09T12:31:02.059000+00:00,19863.92059824,BUY,13.51535,37.402816,22.343125
2025-11-09T12:31:02.094000+00:00,19877.32671363,SELL,4.280773,25.908808,23.737412
2025-11-09T12:31:02.107000+00:00,19877.41819222,BUY,10.944727,42.252245,54.338435
2025-11-09T12:31:02.154000+00:00,19878.21594676,SELL,28.08459,27.032097,28.44315
2025-11-09T12:31:02.181000+00:00,19878.48850836,BUY,3.496649,33.62889,26.702395
2025-11-09T12:31:02.222000+00:00,19879.52694626,BUY,3.600607,49.814537,57.257171
2025-11-09T12:31:02.237000+00:00,19878.90455143,SELL,5.049119,6.291027,15.375492
2025-11-09T12:31:02.275000+00:00,19880.36617867,SELL,5.399848,12.604116,89.87294
2025-11-09T12:31:02.297000+00:00,19883.30957373,SELL,10.205862,150.443491,127.135091
2025-11-09T12:31:02.305000+00:00,19883.68397564,BUY,22.118388,113.785922,25.240185
2025-11-09T12:31:02.334000+00:00,19879.30319074,SELL,7.491764,8.632094,13.826602
2025-11-09T12:31:02.356000+00:00,19876.47406838,SELL,4.394048,24.013081,21.872098
2025-11-09T12:31:02.401000+00:00,19873.31522078,BUY,12.845223,98.129702,95.942132
2025-11-09T12:31:02.426000+00:00,19901.36671135,SELL,4.701787,23.576788,36.01998
2025-11-09T12:31:02.439000+00:00,19903.84467664,BUY,11.863131,9.708529,38.613915
2025-11-09T12:31:02.489000+00:00,19905.34225855,BUY,25.406631,21.762041,12.667622
2025-11-09T12:31:02.539000+00:00,19901.12457182,BUY,34.486281,39.982093,7.613705
2025-11-09T12:31:02.589000+00:00,19898.11792697,SELL,7.62287,10.385854,8.91805
2025-11-09T12:31:02.630000+00:00,19898.03061786,BUY,5.117395,22.271754,33.759174
2025-11-09T12:31:02.632000+00:00,19897.14634868,SELL,7.432834,17.312766,55.307701
2025-11-09T12:31:02.642000+00:00,19901.42691457,BUY,4.011088,15.966455,11.486187
2025-11-09T12:31:02.651000+00:00,19906.35385529,SELL,13.660549,30.022416,40.790049
2025-11-09T12:31:02.660000+00:00,19902.30705325,SELL,4.060274,10.974899,11.458365
2025-11-09T12:31:02.679000+00:00,19903.80883589,SELL,5.358319,24.017285,15.140462
2025-11-09T12:31:02.695000+00:00,19900.45707911,SELL,4.544477,67.471681,38.428314
2025-11-09T12:31:02.733000+00:00,19901.38128259,BUY,4.016917,25.410536,21.079669
2025-11-09T12:31:02.750000+00:00,19909.82624427,BUY,3.21802,67.031145,46.621684
2025-11-09T12:31:02.779000+00:00,19916.29064161,BUY,32.500243,34.463753,25.858161
2025-11-09T12:31:02.785000+00:00,19917.33640092,BUY,4.886165,5.843933,14.975771
2025-11-09T12:31:02.827000+00:00,19915.4029734,BUY,6.022622,23.915575,23.85997
2025-11-09T12:31:02.859000+00:00,19916.32101315,SELL,15.611155,65.977998,42.114245
2025-11-09T12:31:02.870000+00:00,19922.00152286,SELL,5.738358,22.581328,46.763508
2025-11-09T12:31:02.905000+00:00,19920.91862128,BUY,21.17242,4.430791,22.905388
2025-11-09T12:31:02.933000+00:00,19919.9387673,BUY,2.394871,61.440013,41.953944
2025-11-09T12:31:02.942000+00:00,19920.91403529,SELL,1.791929,17.432657,5.328005
2025-11-09T12:31:02.982000+00:00,19921.60704844,SELL,12.192836,30.575991,53.507848
2025-11-09T12:31:03.023000+00:00,19922.98221495,SELL,5.524049,16.856444,22.576415
2025-11-09T12:31:03.046000+00:00,19923.96805348,BUY,10.754266,18.39798,9.181445
2025-11-09T12:31:03.053000+00:00,19919.24444636,BUY,10.635078,2.341853,17.877696
2025-11-09T12:31:03.072000+00:00,19914.04117248,BUY,14.325035,27.442596,14.092566
2025-11-09T12:31:03.077000+00:00,19914.41455243,SELL,5.811369,14.009098,14.816798
2025-11-09T12:31:03.120000+00:00,19913.76232694,SELL,1.132164,26.86925,15.345524
2025-11-09T12:31:03.138000+00:00,19912.1131102,BUY,6.115297,26.972092,8.558462
2025-11-09T12:31:03.144000+00:00,19911.82730741,BUY,7.007707,37.700713,36.10141
2025-11-09T12:31:03.147000+00:00,19908.68472305,BUY,3.398805,29.346386,44.306762
2025-11-09T12:31:03.192000+00:00,19906.23659559,BUY,34.659497,20.981652,37.528418
2025-11-09T12:31:03.227000+00:00,19906.91268712,BUY,4.627833,34.597335,9.080134
2025-11-09T12:31:03.243000+00:00,19915.13062033,BUY,11.73417,8.872655,8.3263
2025-11-09T12:31:03.270000+00:00,19916.78720724,BUY,4.861665,5.366903,7.380597
2025-11-09T12:31:03.281000+00:00,19921.40460623,SELL,6.999055,51.860637,21.511455
2025-11-09T12:31:03.315000+00:00,19917.98774376,SELL,5.061304,11.786982,16.550304
2025-11-09T12:31:03.354000+00:00,19923.58200347,BUY,4.116866,30.981294,53.322648
2025-11-09T12:31:03.389000+00:00,19925.36540699,SELL,4.315912,3.770305,14.00339
2025-11-09T12:31:03.436000+00:00,19923.30551112,BUY,6.22579,5.582637,26.630286
2025-11-09T12:31:03.472000+00:00,19933.78183984,SELL,11.141712,9.072046,5.573214
2025-11-09T12:31:03.478000+00:00,19930.86402764,BUY,18.072434,3.63656,3.937688
2025-11-09T12:31:03.486000+00:00,19929.27870863,SELL,97.163663,17.613626,102.954992
2025-11-09T12:31:03.511000+00:00,19929.28130303,SELL,6.34198,39.675791,44.473183
2025-11-09T12:31:03.543000+00:00,19931.6399451,SELL,3.001104,25.178247,38.713382
2025-11-09T12:31:03.546000+00:00,19930.5994752,SELL,1.670513,13.078669,12.666997
2025-11-09T12:31:03.550000+00:00,19940.74912574,SELL,4.086744,4.450463,28.598656
2025-11-09T12:31:03.597000+00:00,19942.03794012,SELL,20.458244,12.521474,28.182927
2025-11-09T12:31:03.646000+00:00,19937.75834868,SELL,10.246982,47.277823,21.964422
2025-11-09T12:31:03.694000+00:00,19935.39462673,SELL,36.223546,14.111668,14.495982
2025-11-09T12:31:03.725000+00:00,19939.66684284,BUY,6.256727,19.867597,44.419899
2025-11-09T12:31:03.764000+00:00,19937.88875756,BUY,7.816627,22.538351,24.238887
2025-11-09T12:31:03.790000+00:00,19941.5114294,BUY,23.416149,13.044466,28.308501
2025-11-09T12:31:03.825000+00:00,19942.83692461,BUY,5.600691,22.217815,7.882631
2025-11-09T12:31:03.844000+00:00,19945.57595543,SELL,1.091519,18.57085,37.004615
2025-11-09T12:31:03.849000+00:00,19943.81943843,BUY,27.070756,8.045332,12.557544
2025-11-09T12:31:03.872000+00:00,19947.67707914,SELL,3.90056,5.758007,7.567571
2025-11-09T12:31:03.886000+00:00,19948.73601549,BUY,11.134384,2.721103,3.969133
2025-11-09T12:31:03.914000+00:00,19948.95197254,SELL,13.992202,50.559762,53.313004
2025-11-09T12:31:03.951000+00:00,19946.06250863,BUY,7.000472,9.371057,5.019382
2025-11-09T12:31:03.970000+00:00,19952.67658049,SELL,3.615767,17.956509,7.292707
2025-11-09T12:31:03.989000+00:00,19951.37473963,BUY,18.505156,5.909881,10.553101
2025-11-09T12:31:04.013000+00:00,19956.58322079,BUY,8.368842,9.799765,4.511621
2025-11-09T12:31:04.015000+00:00,19958.70840948,SELL,7.022715,23.718947,13.637738
2025-11-09T12:31:04.045000+00:00,19962.04129632,BUY,10.132851,22.804692,21.279854
2025-11-09T12:31:04.049000+00:00,19962.31093839,SELL,19.511076,2.464437,16.287026
2025-11-09T12:31:04.054000+00:00,19957.18752221,BUY,21.731117,16.919897,18.173804
2025-11-09T12:31:04.072000+00:00,19955.20196692,SELL,2.924035,16.386756,13.667936
2025-11-09T12:31:04.094000+00:00,19953.20379176,BUY,3.491526,12.974147,16.197581
2025-11-09T12:31:04.122000+00:00,19951.23396349,BUY,7.781024,24.783831,8.24628
2025-11-09T12:31:04.129000+00:00,19949.45370579,BUY,17.819261,25.628114,23.179648
2025-11-09T12:31:04.130000+00:00,19955.19967752,SELL,6.376744,14.644588,6.090668
2025-11-09T12:31:04.170000+00:00,19954.16965009,BUY,16.850338,32.96074,11.452759
2025-11-09T12:31:04.180000+00:00,19951.29413657,BUY,5.917065,44.572695,30.572002
2025-11-09T12:31:04.224000+00:00,19949.77898543,SELL,5.052679,26.704673,36.532881
2025-11-09T12:31:04.245000+00:00,19943.4495098,BUY,3.015157,6.021251,5.919385
2025-11-09T12:31:04.268000+00:00,19942.77572301,BUY,11.895211,17.437673,27.594602
2025-11-09T12:31:04.313000+00:00,19944.02932916,BUY,7.964295,19.17988,19.903321
2025-11-09T12:31:04.319000+00:00,19941.61759106,SELL,6.435799,13.741994,11.368117
2025-11-09T12:31:04.338000+00:00,19950.38257236,BUY,5.308616,21.680177,18.687684
2025-11-09T12:31:04.366000+00:00,19957.29453364,SELL,5.029768,33.893137,20.468472
2025-11-09T12:31:04.374000+00:00,19952.88816314,SELL,14.161805,28.204416,34.585638
2025-11-09T12:31:04.413000+00:00,19952.50314163,SELL,19.230465,27.998855,32.038836
2025-11-09T12:31:04.448000+00:00,19950.58356812,SELL,1.878352,14.873147,10.880639
2025-11-09T12:31:04.497000+00:00,19949.16581212,SELL,33.126193,16.312768,9.889863
2025-11-09T12:31:04.512000+00:00,19946.75628669,BUY,15.008788,10.938199,20.819781
2025-11-09T12:31:04.545000+00:00,19952.30849849,BUY,3.644628,3.895528,9.296601
2025-11-09T12:31:04.585000+00:00,19949.54696518,SELL,8.988428,19.00177,15.292611
2025-11-09T12:31:04.586000+00:00,19950.15331717,SELL,5.629275,14.338667,12.812161
2025-11-09T12:31:04.589000+00:00,19935.45997683,SELL,15.726114,25.090978,21.386017
2025-11-09T12:31:04.637000+00:00,19934.67624946,BUY,7.437017,18.516431,36.55485
2025-11-09T12:31:04.662000+00:00,19931.95070949,SELL,2.273659,26.357979,28.445276
2025-11-09T12:31:04.703000+00:00,19933.67836381,BUY,3.791289,24.146169,30.441015
